Frame Number,Main Thread,System Used Memory,GC Reserved Memory,Total Reserved Memory,ServerFixedUpdate,TerrainGeneration,PlayerTerrainGenCheck,StructureGeneration,TerrainLogicSystem,GetUpdates,ReevaluatePropagateMarker,PropagateLogicState,PropInputBlocks,PropActiveLogicBlocks,CheckGateState,StatisticsSystem,GhostSimulationSystemGroup,PredictedSimulationSystemGroup,NumGateBlocks,NumInputTypeBlocks,Number of Terrain Areas (Client),Number of Terrain Areas (Server),Number of Players (Client),Number of Players (Server),filename,original_row_count,chunkX,chunkZ,active_logic,Chunks,players,duration,terrain_type
742837606.0,117176945648.0,633699044810752.0,1117277233152.0,1254458543398912.0,19643690824.0,0.0,5695180898.0,0.0,1710403802.0,1675752.0,278357865.0,1300352677.0,1249926178.0,50393566.0,127257437.0,34351861.0,0.0,0.0,27836928.0,53934048.0,0.0,2150596.0,0.0,2416400.0,players-activeLogic_2-Layer_6x_6z_100p_120s.csv,24164,6,6,True,72,100,120,2-Layer
1009973930.0,112647519849.0,93603423825920.0,1168159100928.0,183314986242048.0,7052813788.0,0.0,618016795.0,0.0,797897040.0,1169034.0,66146811.0,657049869.0,628439174.0,28585851.0,71692440.0,28710291.0,0.0,0.0,38816640.0,75207240.0,0.0,2998855.0,0.0,336950.0,players-activeLogic_2-Layer_6x_6z_10p_120s.csv,33695,6,6,True,72,10,120,2-Layer
977015143.0,115576595866.0,166944632999936.0,1228188131328.0,346113590190080.0,7958537842.0,0.0,1038225903.0,0.0,739059084.0,1129829.0,54124963.0,615470481.0,588783782.0,26667061.0,66542956.0,31323597.0,0.0,0.0,38203776.0,74019816.0,0.0,2951507.0,0.0,663260.0,players-activeLogic_2-Layer_6x_6z_20p_120s.csv,33163,6,6,True,72,20,120,2-Layer
989966808.0,116724010371.0,242060689899520.0,1188605759488.0,508891520126976.0,9416745651.0,0.0,1487627261.0,0.0,844176265.0,1287384.0,48939979.0,712507490.0,658854631.0,53631370.0,79475142.0,31873834.0,0.0,0.0,37742976.0,73127016.0,0.0,2915907.0,0.0,982890.0,players-activeLogic_2-Layer_6x_6z_30p_120s.csv,32763,6,6,True,72,30,120,2-Layer
1062463500.0,116794812346.0,328871813197824.0,1338827042816.0,694256733368320.0,10285032039.0,0.0,1787365943.0,0.0,847862817.0,1256895.0,72079405.0,700046663.0,670931292.0,29095677.0,72595905.0,30864904.0,0.0,0.0,38855808.0,75283128.0,0.0,3001881.0,0.0,1349160.0,players-activeLogic_2-Layer_6x_6z_40p_120s.csv,33729,6,6,True,72,40,120,2-Layer
976054995.0,116711531238.0,381969478004736.0,1293283266560.0,802185793425408.0,11516112889.0,0.0,2265868485.0,0.0,850945229.0,1303033.0,36579817.0,733373231.0,685877703.0,47474424.0,77750043.0,30389011.0,0.0,0.0,36091008.0,69926328.0,0.0,2788281.0,0.0,1566450.0,players-activeLogic_2-Layer_6x_6z_50p_120s.csv,31329,6,6,True,72,50,120,2-Layer
903295487.0,117088235062.0,447706239934464.0,1281393221632.0,918702274076672.0,13308401954.0,0.0,3040490057.0,0.0,948702147.0,1353007.0,79335044.0,753385544.0,700462845.0,52894549.0,112594950.0,32922734.0,0.0,0.0,34147584.0,66160944.0,0.0,2638138.0,0.0,1778520.0,players-activeLogic_2-Layer_6x_6z_60p_120s.csv,29642,6,6,True,72,60,120,2-Layer
899164782.0,116909778279.0,505758120878080.0,1298999353344.0,1028764747800576.0,14969127365.0,0.0,3575320732.0,0.0,1273282360.0,1354642.0,187565599.0,984927242.0,946721411.0,38176346.0,97229383.0,32620471.0,0.0,0.0,32822784.0,63594144.0,0.0,2535788.0,0.0,1994440.0,players-activeLogic_2-Layer_6x_6z_70p_120s.csv,28492,6,6,True,72,70,120,2-Layer
861677019.0,117110935922.0,565320613670912.0,1250671079424.0,1136787370614784.0,16320587684.0,0.0,4267012177.0,0.0,1169670907.0,1562533.0,64951160.0,995678579.0,952922341.0,42724655.0,105139816.0,33990633.0,0.0,0.0,31473792.0,60980472.0,0.0,2431569.0,0.0,2185680.0,players-activeLogic_2-Layer_6x_6z_80p_120s.csv,27321,6,6,True,72,80,120,2-Layer
179303020.0,23711459734.0,113292632756224.0,261286232064.0,226723573112832.0,3866959203.0,0.0,1100342052.0,0.0,337948744.0,441327.0,23357314.0,283256315.0,270677535.0,12569033.0,30212920.0,7428148.0,0.0,0.0,5247360.0,10166760.0,0.0,432725.0,0.0,409950.0,players-activeLogic_2-Layer_6x_6z_90p_120s.csv,4555,6,6,True,72,90,120,2-Layer
