timestamp;proc.cpu_num;proc.cpu_percent;proc.cpu_times.children_system;proc.cpu_times.children_user;proc.cpu_times.iowait;proc.cpu_times.system;proc.cpu_times.user;proc.create_time;proc.cwd;proc.exe;proc.gids.effective;proc.gids.real;proc.gids.saved;proc.io_counters.read_bytes;proc.io_counters.read_chars;proc.io_counters.read_count;proc.io_counters.write_bytes;proc.io_counters.write_chars;proc.io_counters.write_count;proc.ionice.ioclass;proc.ionice.value;proc.memory_full_info.data;proc.memory_full_info.dirty;proc.memory_full_info.lib;proc.memory_full_info.pss;proc.memory_full_info.rss;proc.memory_full_info.shared;proc.memory_full_info.swap;proc.memory_full_info.text;proc.memory_full_info.uss;proc.memory_full_info.vms;proc.memory_info.data;proc.memory_info.dirty;proc.memory_info.lib;proc.memory_info.rss;proc.memory_info.shared;proc.memory_info.text;proc.memory_info.vms;proc.memory_percent;proc.name;proc.nice;proc.num_ctx_switches.involuntary;proc.num_ctx_switches.voluntary;proc.num_fds;proc.num_threads;proc.pid;proc.ppid;proc.status;proc.terminal;proc.uids.effective;proc.uids.real;proc.uids.saved;proc.username;net.bytes_sent.eth0;net.bytes_recv.eth0;net.packets_sent.eth0;net.packets_recv.eth0;net.errin.eth0;net.errout.eth0;net.dropin.eth0;net.dropout.eth0;net.bytes_sent.eth1;net.bytes_recv.eth1;net.packets_sent.eth1;net.packets_recv.eth1;net.errin.eth1;net.errout.eth1;net.dropin.eth1;net.dropout.eth1;net.bytes_sent.eth2;net.bytes_recv.eth2;net.packets_sent.eth2;net.packets_recv.eth2;net.errin.eth2;net.errout.eth2;net.dropin.eth2;net.dropout.eth2;net.bytes_sent.eth3;net.bytes_recv.eth3;net.packets_sent.eth3;net.packets_recv.eth3;net.errin.eth3;net.errout.eth3;net.dropin.eth3;net.dropout.eth3;net.bytes_sent.eth4;net.bytes_recv.eth4;net.packets_sent.eth4;net.packets_recv.eth4;net.errin.eth4;net.errout.eth4;net.dropin.eth4;net.dropout.eth4;net.bytes_sent.ib0;net.bytes_recv.ib0;net.packets_sent.ib0;net.packets_recv.ib0;net.errin.ib0;net.errout.ib0;net.dropin.ib0;net.dropout.ib0;net.bytes_sent.lo;net.bytes_recv.lo;net.packets_sent.lo;net.packets_recv.lo;net.errin.lo;net.errout.lo;net.dropin.lo;net.dropout.lo;disk.read_count.nvme0n1;disk.read_bytes.nvme0n1;disk.write_count.nvme0n1;disk.write_bytes.nvme0n1;disk.read_count.nvme0n1p1;disk.read_bytes.nvme0n1p1;disk.write_count.nvme0n1p1;disk.write_bytes.nvme0n1p1;disk.read_count.nvme0n1p2;disk.read_bytes.nvme0n1p2;disk.write_count.nvme0n1p2;disk.write_bytes.nvme0n1p2;disk.read_count.nvme0n1p3;disk.read_bytes.nvme0n1p3;disk.write_count.nvme0n1p3;disk.write_bytes.nvme0n1p3;disk.read_count.nvme0n1p4;disk.read_bytes.nvme0n1p4;disk.write_count.nvme0n1p4;disk.write_bytes.nvme0n1p4;cpu.guest;cpu.guest_nice;cpu.idle;cpu.iowait;cpu.irq;cpu.nice;cpu.softirq;cpu.steal;cpu.system;cpu.user;cpu.percent;cpu.freq.current;cpu.freq.min;cpu.freq.max;cpu.ctx_switches;cpu.interrupts;cpu.soft_interrupts;cpu.syscalls
1722856925484.4717;36;377.3;0.0;0.0;0.0;7.19;7.33;1722856912.21;/home/zmr280;/var/scratch/zmr280/opencraft/opencraft.x86_64;5378;5378;5378;4096;13031263;14062;16384;11942;192;0;4;1513771008;0;0;503992320;501129216;152363008;0;8192;503488512;7677984768;1513771008;0;0;501129216;152363008;8192;7677984768;0.371157867171923;opencraft.x86_64;0;2904;2662;44;120;583176;1;running;None;5378;5378;5378;zmr280;156649612213;619207467471;286292487;917479482;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22841380429;67402351506;15632052;15644765;0;0;0;0;0;0;0;0;0;0;0;0;14048415;14048415;78583;78583;0;0;0;0;503856;10943654912;3809143;470171186176;525;2256896;11;1057792;441302;10682983424;284235;11661778944;61844;254244864;3524885;458508120064;56;1728512;0;0;0.0;0.0;50292327.97;889.06;19796.99;849.74;5612.24;0.0;1860374.03;1826503.92;8.4;2.7580416666666654;1500.0;2800.0;77353938980;9494954728;1569831659;0
1722856926555.9993;36;310.4;0.0;0.0;0.0;7.79;10.06;1722856912.21;/home/zmr280;/var/scratch/zmr280/opencraft/opencraft.x86_64;5378;5378;5378;4096;14976479;19406;16384;11942;192;0;4;1520279552;0;0;506413056;506720256;152363008;0;8192;505909248;7677984768;1520275456;0;0;506720256;152363008;8192;7677984768;0.37529883204768255;opencraft.x86_64;0;3001;5270;44;120;583176;1;running;None;5378;5378;5378;zmr280;156649614563;619207471701;286292497;917479490;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22841380429;67402351506;15632052;15644765;0;0;0;0;0;0;0;0;0;0;0;0;14048415;14048415;78583;78583;0;0;0;0;503856;10943654912;3809143;470171186176;525;2256896;11;1057792;441302;10682983424;284235;11661778944;61844;254244864;3524885;458508120064;56;1728512;0;0;0.0;0.0;50292376.03;889.06;19797.07;849.77;5612.26;0.0;1860374.63;1826506.67;6.8;2.7664999999999984;1500.0;2800.0;77354034465;9495005269;1569839854;0
1722856927634.0405;36;313.2;0.0;0.0;0.0;8.56;12.65;1722856912.21;/home/zmr280;/var/scratch/zmr280/opencraft/opencraft.x86_64;5378;5378;5378;4096;16550415;23730;16384;11942;192;0;4;1513750528;0;0;501313536;500625408;152363008;0;8192;500809728;7677984768;1519476736;0;0;506318848;152363008;8192;7677984768;0.3750015320053203;opencraft.x86_64;0;3098;7851;44;120;583176;1;running;None;5378;5378;5378;zmr280;156649616913;619207478543;286292507;917479509;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22841380429;67402351506;15632052;15644765;0;0;0;0;0;0;0;0;0;0;0;0;14048415;14048415;78583;78583;0;0;0;0;503856;10943654912;3809143;470171186176;525;2256896;11;1057792;441302;10682983424;284235;11661778944;61844;254244864;3524885;458508120064;56;1728512;0;0;0.0;0.0;50292423.52;889.06;19797.15;849.79;5612.29;0.0;1860375.24;1826509.02;6.1;2.751166666666666;1500.0;2800.0;77354128463;9495055548;1569849189;0
1722856928700.469;12;328.8;0.0;0.0;0.0;9.25;15.47;1722856912.21;/home/zmr280;/var/scratch/zmr280/opencraft/opencraft.x86_64;5378;5378;5378;4096;18064655;27890;16384;11942;192;0;4;1514164224;0;0;504651776;501485568;152363008;0;8192;504147968;7677984768;1519484928;0;0;505995264;152363008;8192;7677984768;0.3747618717670896;opencraft.x86_64;0;3194;11131;44;120;583176;1;running;None;5378;5378;5378;zmr280;156649619498;619207492085;286292518;917479546;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22841380429;67402351506;15632052;15644765;0;0;0;0;0;0;0;0;0;0;0;0;14048415;14048415;78583;78583;0;0;0;0;503856;10943654912;3809145;470171247616;525;2256896;11;1057792;441302;10682983424;284237;11661840384;61844;254244864;3524885;458508120064;56;1728512;0;0;0.0;0.0;50292471.09;889.06;19797.24;849.83;5612.31;0.0;1860376.03;1826511.92;7.5;2.7422083333333322;1500.0;2800.0;77354231056;9495112178;1569859200;0
1722856929770.5178;12;330.1;0.0;0.0;0.0;10.01;18.24;1722856912.21;/home/zmr280;/var/scratch/zmr280/opencraft/opencraft.x86_64;5378;5378;5378;4096;19583263;32062;16384;11942;192;0;4;1521586176;0;0;508641280;508841984;152363008;0;8192;508137472;7677984768;1521573888;0;0;508841984;152363008;8192;7677984768;0.37687027512874;opencraft.x86_64;0;3290;14137;44;120;583176;1;running;None;5378;5378;5378;zmr280;156649621848;619207509511;286292528;917479590;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22841380429;67402351506;15632052;15644765;0;0;0;0;0;0;0;0;0;0;0;0;14048415;14048415;78583;78583;0;0;0;0;503856;10943654912;3809145;470171247616;525;2256896;11;1057792;441302;10682983424;284237;11661840384;61844;254244864;3524885;458508120064;56;1728512;0;0;0.0;0.0;50292518.42;889.06;19797.32;849.85;5612.34;0.0;1860376.77;1826514.61;7.0;2.7698749999999985;1500.0;2800.0;77354331916;9495166943;1569867930;0
1722856930836.5076;12;336.9;0.0;0.0;0.0;10.77;21.07;1722856912.21;/home/zmr280;/var/scratch/zmr280/opencraft/opencraft.x86_64;5378;5378;5378;4096;21096047;36218;16384;11942;192;0;4;1521582080;0;0;508747776;508948480;152363008;0;8192;508243968;7677984768;1521582080;0;0;508948480;152363008;8192;7677984768;0.3769491506501831;opencraft.x86_64;0;3388;17031;44;120;583176;1;running;None;5378;5378;5378;zmr280;156649624198;619207514295;286292538;917479611;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22841380661;67402351688;15632054;15644766;0;0;0;0;0;0;0;0;0;0;0;0;14048415;14048415;78583;78583;0;0;0;0;503856;10943654912;3809145;470171247616;525;2256896;11;1057792;441302;10682983424;284237;11661840384;61844;254244864;3524885;458508120064;56;1728512;0;0;0.0;0.0;50292565.76;889.06;19797.4;849.87;5612.36;0.0;1860377.46;1826517.28;6.8;2.790270833333332;1500.0;2800.0;77354432947;9495221766;1569876197;0
1722856931903.4812;12;332.3;0.0;0.0;0.0;11.58;23.81;1722856912.21;/home/zmr280;/var/scratch/zmr280/opencraft/opencraft.x86_64;5378;5378;5378;4096;22594271;40334;16384;11942;192;0;4;1521577984;0;0;508747776;508952576;152363008;0;8192;508243968;7677984768;1521586176;0;0;508956672;152363008;8192;7677984768;0.37695521799798637;opencraft.x86_64;0;3488;19982;44;120;583176;1;running;None;5378;5378;5378;zmr280;156649626548;619207523261;286292548;917479639;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22841380661;67402351688;15632054;15644766;0;0;0;0;0;0;0;0;0;0;0;0;14048415;14048415;78583;78583;0;0;0;0;503856;10943654912;3809145;470171247616;525;2256896;11;1057792;441302;10682983424;284237;11661840384;61844;254244864;3524885;458508120064;56;1728512;0;0;0.0;0.0;50292613.08;889.06;19797.47;849.9;5612.38;0.0;1860378.21;1826519.87;6.8;2.7730833333333322;1500.0;2800.0;77354533487;9495275594;1569886509;0
1722856932970.555;12;319.1;0.0;0.0;0.0;12.24;26.55;1722856912.21;/home/zmr280;/var/scratch/zmr280/opencraft/opencraft.x86_64;5378;5378;5378;4096;23578527;43038;20480;11968;193;0;4;1516523520;0;0;503570432;503791616;152678400;0;8192;503066624;7677984768;1521811456;0;0;509091840;152678400;8192;7677984768;0.377055329236741;opencraft.x86_64;0;3583;23130;44;120;583176;1;running;None;5378;5378;5378;zmr280;156649628898;619207536929;286292558;917479677;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22841384213;67402351894;15632056;15644767;0;0;0;0;0;0;0;0;0;0;0;0;14048415;14048415;78583;78583;0;0;0;0;503856;10943654912;3809145;470171247616;525;2256896;11;1057792;441302;10682983424;284237;11661840384;61844;254244864;3524885;458508120064;56;1728512;0;0;0.0;0.0;50292660.58;889.06;19797.55;849.91;5612.4;0.0;1860378.91;1826522.65;7.0;2.7545833333333323;1500.0;2800.0;77354627289;9495324786;1569894574;0
1722856934036.5662;12;315.0;0.0;0.0;0.0;13.09;29.06;1722856912.21;/home/zmr280;/var/scratch/zmr280/opencraft/opencraft.x86_64;5378;5378;5378;4096;24257023;44902;20480;11968;193;0;4;1521803264;0;0;507535360;507473920;152678400;0;8192;507031552;7677984768;1516511232;0;0;504033280;152678400;8192;7677984768;0.3733087419681967;opencraft.x86_64;0;3678;26704;44;120;583176;1;running;None;5378;5378;5378;zmr280;156649631248;619207541649;286292568;917479697;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22841384213;67402351894;15632056;15644767;0;0;0;0;0;0;0;0;0;0;0;0;14048415;14048415;78583;78583;0;0;0;0;503856;10943654912;3809158;470171300864;525;2256896;11;1057792;441302;10682983424;284250;11661893632;61844;254244864;3524885;458508120064;56;1728512;0;0;0.0;0.0;50292708.08;889.06;19797.63;849.92;5612.43;0.0;1860379.72;1826524.99;6.4;2.790395833333332;1500.0;2800.0;77354722146;9495375064;1569901818;0
1722856935103.5898;12;315.9;0.0;0.0;0.0;13.85;31.67;1722856912.21;/home/zmr280;/var/scratch/zmr280/opencraft/opencraft.x86_64;5378;5378;5378;4096;24935519;46766;20480;11968;193;0;4;1521811456;0;0;507879424;508088320;152678400;0;8192;507375616;7677984768;1521811456;0;0;508088320;152678400;8192;7677984768;0.3763120791308354;opencraft.x86_64;0;3773;30309;44;120;583176;1;running;None;5378;5378;5378;zmr280;156649633598;619207548492;286292578;917479721;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22841384213;67402351894;15632056;15644767;0;0;0;0;0;0;0;0;0;0;0;0;14048415;14048415;78583;78583;0;0;0;0;503856;10943654912;3809158;470171300864;525;2256896;11;1057792;441302;10682983424;284250;11661893632;61844;254244864;3524885;458508120064;56;1728512;0;0;0.0;0.0;50292755.75;889.06;19797.71;849.93;5612.45;0.0;1860380.57;1826527.8;7.3;2.772270833333332;1500.0;2800.0;77354817130;9495425490;1569910288;0
