timestamp;proc.cpu_num;proc.cpu_percent;proc.cpu_times.children_system;proc.cpu_times.children_user;proc.cpu_times.iowait;proc.cpu_times.system;proc.cpu_times.user;proc.create_time;proc.cwd;proc.exe;proc.gids.effective;proc.gids.real;proc.gids.saved;proc.io_counters.read_bytes;proc.io_counters.read_chars;proc.io_counters.read_count;proc.io_counters.write_bytes;proc.io_counters.write_chars;proc.io_counters.write_count;proc.ionice.ioclass;proc.ionice.value;proc.memory_full_info.data;proc.memory_full_info.dirty;proc.memory_full_info.lib;proc.memory_full_info.pss;proc.memory_full_info.rss;proc.memory_full_info.shared;proc.memory_full_info.swap;proc.memory_full_info.text;proc.memory_full_info.uss;proc.memory_full_info.vms;proc.memory_info.data;proc.memory_info.dirty;proc.memory_info.lib;proc.memory_info.rss;proc.memory_info.shared;proc.memory_info.text;proc.memory_info.vms;proc.memory_percent;proc.name;proc.nice;proc.num_ctx_switches.involuntary;proc.num_ctx_switches.voluntary;proc.num_fds;proc.num_threads;proc.pid;proc.ppid;proc.status;proc.terminal;proc.uids.effective;proc.uids.real;proc.uids.saved;proc.username;net.bytes_sent.eth0;net.bytes_recv.eth0;net.packets_sent.eth0;net.packets_recv.eth0;net.errin.eth0;net.errout.eth0;net.dropin.eth0;net.dropout.eth0;net.bytes_sent.eth1;net.bytes_recv.eth1;net.packets_sent.eth1;net.packets_recv.eth1;net.errin.eth1;net.errout.eth1;net.dropin.eth1;net.dropout.eth1;net.bytes_sent.eth2;net.bytes_recv.eth2;net.packets_sent.eth2;net.packets_recv.eth2;net.errin.eth2;net.errout.eth2;net.dropin.eth2;net.dropout.eth2;net.bytes_sent.eth3;net.bytes_recv.eth3;net.packets_sent.eth3;net.packets_recv.eth3;net.errin.eth3;net.errout.eth3;net.dropin.eth3;net.dropout.eth3;net.bytes_sent.eth4;net.bytes_recv.eth4;net.packets_sent.eth4;net.packets_recv.eth4;net.errin.eth4;net.errout.eth4;net.dropin.eth4;net.dropout.eth4;net.bytes_sent.ib0;net.bytes_recv.ib0;net.packets_sent.ib0;net.packets_recv.ib0;net.errin.ib0;net.errout.ib0;net.dropin.ib0;net.dropout.ib0;net.bytes_sent.lo;net.bytes_recv.lo;net.packets_sent.lo;net.packets_recv.lo;net.errin.lo;net.errout.lo;net.dropin.lo;net.dropout.lo;disk.read_count.nvme0n1;disk.read_bytes.nvme0n1;disk.write_count.nvme0n1;disk.write_bytes.nvme0n1;disk.read_count.nvme0n1p1;disk.read_bytes.nvme0n1p1;disk.write_count.nvme0n1p1;disk.write_bytes.nvme0n1p1;disk.read_count.nvme0n1p2;disk.read_bytes.nvme0n1p2;disk.write_count.nvme0n1p2;disk.write_bytes.nvme0n1p2;disk.read_count.nvme0n1p3;disk.read_bytes.nvme0n1p3;disk.write_count.nvme0n1p3;disk.write_bytes.nvme0n1p3;disk.read_count.nvme0n1p4;disk.read_bytes.nvme0n1p4;disk.write_count.nvme0n1p4;disk.write_bytes.nvme0n1p4;cpu.guest;cpu.guest_nice;cpu.idle;cpu.iowait;cpu.irq;cpu.nice;cpu.softirq;cpu.steal;cpu.system;cpu.user;cpu.percent;cpu.freq.current;cpu.freq.min;cpu.freq.max;cpu.ctx_switches;cpu.interrupts;cpu.soft_interrupts;cpu.syscalls
1722591822666.6482;28;278.4;0.0;0.0;0.0;6.75;5.65;1722591809.88;/home/zmr280;/var/scratch/zmr280/opencraft/opencraft.x86_64;5378;5378;5378;0;10501051;7110;20480;11177;190;0;4;1533652992;0;0;519616512;522571776;142233600;0;8192;519081984;7406661632;1529503744;0;0;519626752;142233600;8192;7406661632;0.3848579618624696;opencraft.x86_64;0;2709;1110;44;120;288214;1;running;None;5378;5378;5378;zmr280;7719470716;374832297099;67661860;375635839;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1286156962;47459268783;5011987;8320436;0;0;0;0;0;0;0;0;0;0;0;0;9473909;9473909;52403;52403;0;0;0;0;255468;6016197632;2606689;322507682816;508;4995072;11;1057792;245430;5957067776;204873;10420592640;8978;38909952;2401793;312085803008;209;8863744;0;0;0.0;0.0;36103961.14;549.32;16488.24;2531.02;5603.27;0.0;179340.3;1618761.22;6.2;2.7606666666666655;1500.0;2800.0;20556831313;7668667396;1789246364;0
1722591823738.4287;28;337.1;0.0;0.0;0.0;7.29;8.72;1722591809.88;/home/zmr280;/var/scratch/zmr280/opencraft/opencraft.x86_64;5378;5378;5378;0;13498100;15338;20480;11177;190;0;4;1533583360;0;0;523468800;523710464;142233600;0;8192;522940416;7406661632;1533583360;0;0;523710464;142233600;8192;7406661632;0.38788253492593133;opencraft.x86_64;0;2798;3753;44;120;288214;1;running;None;5378;5378;5378;zmr280;7719473096;374832387633;67661870;375636203;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1286156962;47459268783;5011987;8320436;0;0;0;0;0;0;0;0;0;0;0;0;9473909;9473909;52403;52403;0;0;0;0;255468;6016197632;2606689;322507682816;508;4995072;11;1057792;245430;5957067776;204873;10420592640;8978;38909952;2401793;312085803008;209;8863744;0;0;0.0;0.0;36104007.84;549.32;16488.33;2531.08;5603.3;0.0;179341.22;1618764.27;8.2;2.668791666666665;1500.0;2800.0;20556938040;7668721868;1789255071;0
1722591824791.8398;5;307.8;0.0;0.0;0.0;7.83;11.42;1722591809.88;/home/zmr280;/var/scratch/zmr280/opencraft/opencraft.x86_64;5378;5378;5378;0;15699627;21382;20480;11177;190;0;4;1533591552;0;0;523479040;523718656;142233600;0;8192;522944512;7406661632;1533591552;0;0;523718656;142233600;8192;7406661632;0.38788860227410277;opencraft.x86_64;0;2884;6293;44;120;288214;1;running;None;5378;5378;5378;zmr280;7719476088;374832470161;67661886;375636557;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1286156962;47459268783;5011987;8320436;0;0;0;0;0;0;0;0;0;0;0;0;9473909;9473909;52403;52403;0;0;0;0;255468;6016197632;2606692;322507748352;508;4995072;11;1057792;245430;5957067776;204876;10420658176;8978;38909952;2401793;312085803008;209;8863744;0;0;0.0;0.0;36104053.8;549.32;16488.41;2531.13;5603.32;0.0;179342.04;1618767.12;7.7;2.754729166666665;1500.0;2800.0;20557030226;7668772398;1789262915;0
1722591825846.4067;27;273.1;0.0;0.0;0.0;8.34;13.79;1722591809.88;/home/zmr280;/var/scratch/zmr280/opencraft/opencraft.x86_64;5378;5378;5378;0;17089605;25198;20480;11177;190;0;4;1533591552;0;0;523479040;523718656;142233600;0;8192;522944512;7406661632;1533591552;0;0;523718656;142233600;8192;7406661632;0.38788860227410277;opencraft.x86_64;0;2974;8335;44;120;288214;1;running;None;5378;5378;5378;zmr280;7719480144;374832557764;67661912;375636922;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1286156962;47459268783;5011987;8320436;0;0;0;0;0;0;0;0;0;0;0;0;9473909;9473909;52403;52403;0;0;0;0;255468;6016197632;2606692;322507748352;508;4995072;11;1057792;245430;5957067776;204876;10420658176;8978;38909952;2401793;312085803008;209;8863744;0;0;0.0;0.0;36104101.27;549.32;16488.48;2531.15;5603.34;0.0;179342.55;1618769.44;5.8;2.761979166666665;1500.0;2800.0;20557103686;7668812269;1789270827;0
1722591826900.393;28;257.1;0.0;0.0;0.0;8.8;16.04;1722591809.88;/home/zmr280;/var/scratch/zmr280/opencraft/opencraft.x86_64;5378;5378;5378;0;18180898;28194;20480;11177;190;0;4;1533591552;0;0;523487232;523722752;142233600;0;8192;522952704;7406661632;1533599744;0;0;523718656;142233600;8192;7406661632;0.38788860227410277;opencraft.x86_64;0;3067;10242;44;120;288214;1;running;None;5378;5378;5378;zmr280;7719482524;374832636561;67661922;375637251;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1286156962;47459268783;5011987;8320436;0;0;0;0;0;0;0;0;0;0;0;0;9473909;9473909;52403;52403;0;0;0;0;255468;6016197632;2606692;322507748352;508;4995072;11;1057792;245430;5957067776;204876;10420658176;8978;38909952;2401793;312085803008;209;8863744;0;0;0.0;0.0;36104148.95;549.32;16488.54;2531.17;5603.36;0.0;179343.0;1618771.67;5.5;2.766166666666665;1500.0;2800.0;20557167819;7668846809;1789277607;0
1722591827954.304;5;264.7;0.0;0.0;0.0;9.31;18.32;1722591809.88;/home/zmr280;/var/scratch/zmr280/opencraft/opencraft.x86_64;5378;5378;5378;0;19366896;31450;20480;11177;190;0;4;1535688704;0;0;525580288;525819904;142233600;0;8192;525045760;7406661632;1535688704;0;0;525819904;142233600;8192;7406661632;0.3894448770800766;opencraft.x86_64;0;3159;12440;44;120;288214;1;running;None;5378;5378;5378;zmr280;7719487284;374832821347;67661942;375637989;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1286156962;47459268783;5011987;8320436;0;0;0;0;0;0;0;0;0;0;0;0;9473909;9473909;52403;52403;0;0;0;0;255468;6016197632;2606692;322507748352;508;4995072;11;1057792;245430;5957067776;204876;10420658176;8978;38909952;2401793;312085803008;209;8863744;0;0;0.0;0.0;36104196.5;549.32;16488.61;2531.19;5603.38;0.0;179343.57;1618773.96;5.9;2.783083333333332;1500.0;2800.0;20557236354;7668884037;1789284102;0
1722591829008.358;3;260.9;0.0;0.0;0.0;9.67;20.71;1722591809.88;/home/zmr280;/var/scratch/zmr280/opencraft/opencraft.x86_64;5378;5378;5378;0;20439248;34394;20480;11177;190;0;4;1536266240;0;0;525813760;526053376;142233600;0;8192;525279232;7406661632;1536266240;0;0;526053376;142233600;8192;7406661632;0.3896177965029625;opencraft.x86_64;0;3250;14393;44;120;288214;1;running;None;5378;5378;5378;zmr280;7719489664;374832909083;67661952;375638351;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1286157194;47459268965;5011989;8320437;0;0;0;0;0;0;0;0;0;0;0;0;9473909;9473909;52403;52403;0;0;0;0;255468;6016197632;2606692;322507748352;508;4995072;11;1057792;245430;5957067776;204876;10420658176;8978;38909952;2401793;312085803008;209;8863744;0;0;0.0;0.0;36104244.13;549.32;16488.67;2531.22;5603.4;0.0;179344.02;1618776.51;6.1;2.745520833333332;1500.0;2800.0;20557300956;7668919440;1789290519;0
1722591830063.3506;3;263.6;0.0;0.0;0.0;10.08;23.08;1722591809.88;/home/zmr280;/var/scratch/zmr280/opencraft/opencraft.x86_64;5378;5378;5378;0;21575708;37514;20480;11177;190;0;4;1536266240;0;0;525813760;526053376;142233600;0;8192;525279232;7406661632;1536266240;0;0;526053376;142233600;8192;7406661632;0.3896177965029625;opencraft.x86_64;0;3343;16228;44;120;288214;1;running;None;5378;5378;5378;zmr280;7719492044;374832998246;67661962;375638719;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1286157194;47459268965;5011989;8320437;0;0;0;0;0;0;0;0;0;0;0;0;9473909;9473909;52403;52403;0;0;0;0;255468;6016197632;2606703;322507801600;508;4995072;11;1057792;245430;5957067776;204887;10420711424;8978;38909952;2401793;312085803008;209;8863744;0;0;0.0;0.0;36104291.73;549.32;16488.74;2531.24;5603.41;0.0;179344.5;1618778.96;6.0;2.7864791666666657;1500.0;2800.0;20557367517;7668955936;1789298234;0
1722591831116.3257;9;266.7;0.0;0.0;0.0;10.6;25.37;1722591809.88;/home/zmr280;/var/scratch/zmr280/opencraft/opencraft.x86_64;5378;5378;5378;0;22725281;40670;24576;11203;191;0;4;1543675904;0;0;531355648;531619840;142458880;0;8192;530821120;7413915648;1543671808;0;0;531521536;142458880;8192;7413915648;0.39366775140739724;opencraft.x86_64;0;3439;17694;44;120;288214;1;running;None;5378;5378;5378;zmr280;7719494424;374833090851;67661972;375639093;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1286159986;47459269171;5011991;8320438;0;0;0;0;0;0;0;0;0;0;0;0;9473909;9473909;52403;52403;0;0;0;0;255468;6016197632;2606703;322507801600;508;4995072;11;1057792;245430;5957067776;204887;10420711424;8978;38909952;2401793;312085803008;209;8863744;0;0;0.0;0.0;36104339.35;549.32;16488.81;2531.27;5603.44;0.0;179345.06;1618781.31;6.0;2.7496874999999985;1500.0;2800.0;20557433768;7668993491;1789305137;0
1722591832172.3105;10;258.7;0.0;0.0;0.0;11.12;27.58;1722591809.88;/home/zmr280;/var/scratch/zmr280/opencraft/opencraft.x86_64;5378;5378;5378;0;23667960;43258;24576;11203;191;0;4;1536417792;0;0;532355072;525807616;142458880;0;8192;531820544;7413915648;1543671808;0;0;529227776;142458880;8192;7413915648;0.39196889391939466;opencraft.x86_64;0;3533;19108;44;120;288214;1;running;None;5378;5378;5378;zmr280;7719496804;374833175080;67661982;375639449;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1286159986;47459269171;5011991;8320438;0;0;0;0;0;0;0;0;0;0;0;0;9473909;9473909;52403;52403;0;0;0;0;255468;6016197632;2606703;322507801600;508;4995072;11;1057792;245430;5957067776;204887;10420711424;8978;38909952;2401793;312085803008;209;8863744;0;0;0.0;0.0;36104387.03;549.32;16488.87;2531.29;5603.45;0.0;179345.53;1618783.37;5.2;2.7493124999999985;1500.0;2800.0;20557495357;7669027761;1789310644;0
