timestamp;proc.cpu_num;proc.cpu_percent;proc.cpu_times.children_system;proc.cpu_times.children_user;proc.cpu_times.iowait;proc.cpu_times.system;proc.cpu_times.user;proc.create_time;proc.cwd;proc.exe;proc.gids.effective;proc.gids.real;proc.gids.saved;proc.io_counters.read_bytes;proc.io_counters.read_chars;proc.io_counters.read_count;proc.io_counters.write_bytes;proc.io_counters.write_chars;proc.io_counters.write_count;proc.ionice.ioclass;proc.ionice.value;proc.memory_full_info.data;proc.memory_full_info.dirty;proc.memory_full_info.lib;proc.memory_full_info.pss;proc.memory_full_info.rss;proc.memory_full_info.shared;proc.memory_full_info.swap;proc.memory_full_info.text;proc.memory_full_info.uss;proc.memory_full_info.vms;proc.memory_info.data;proc.memory_info.dirty;proc.memory_info.lib;proc.memory_info.rss;proc.memory_info.shared;proc.memory_info.text;proc.memory_info.vms;proc.memory_percent;proc.name;proc.nice;proc.num_ctx_switches.involuntary;proc.num_ctx_switches.voluntary;proc.num_fds;proc.num_threads;proc.pid;proc.ppid;proc.status;proc.terminal;proc.uids.effective;proc.uids.real;proc.uids.saved;proc.username;net.bytes_sent.eth0;net.bytes_recv.eth0;net.packets_sent.eth0;net.packets_recv.eth0;net.errin.eth0;net.errout.eth0;net.dropin.eth0;net.dropout.eth0;net.bytes_sent.eth1;net.bytes_recv.eth1;net.packets_sent.eth1;net.packets_recv.eth1;net.errin.eth1;net.errout.eth1;net.dropin.eth1;net.dropout.eth1;net.bytes_sent.eth2;net.bytes_recv.eth2;net.packets_sent.eth2;net.packets_recv.eth2;net.errin.eth2;net.errout.eth2;net.dropin.eth2;net.dropout.eth2;net.bytes_sent.eth3;net.bytes_recv.eth3;net.packets_sent.eth3;net.packets_recv.eth3;net.errin.eth3;net.errout.eth3;net.dropin.eth3;net.dropout.eth3;net.bytes_sent.eth4;net.bytes_recv.eth4;net.packets_sent.eth4;net.packets_recv.eth4;net.errin.eth4;net.errout.eth4;net.dropin.eth4;net.dropout.eth4;net.bytes_sent.ib0;net.bytes_recv.ib0;net.packets_sent.ib0;net.packets_recv.ib0;net.errin.ib0;net.errout.ib0;net.dropin.ib0;net.dropout.ib0;net.bytes_sent.lo;net.bytes_recv.lo;net.packets_sent.lo;net.packets_recv.lo;net.errin.lo;net.errout.lo;net.dropin.lo;net.dropout.lo;disk.read_count.nvme0n1;disk.read_bytes.nvme0n1;disk.write_count.nvme0n1;disk.write_bytes.nvme0n1;disk.read_count.nvme0n1p1;disk.read_bytes.nvme0n1p1;disk.write_count.nvme0n1p1;disk.write_bytes.nvme0n1p1;disk.read_count.nvme0n1p2;disk.read_bytes.nvme0n1p2;disk.write_count.nvme0n1p2;disk.write_bytes.nvme0n1p2;disk.read_count.nvme0n1p3;disk.read_bytes.nvme0n1p3;disk.write_count.nvme0n1p3;disk.write_bytes.nvme0n1p3;disk.read_count.nvme0n1p4;disk.read_bytes.nvme0n1p4;disk.write_count.nvme0n1p4;disk.write_bytes.nvme0n1p4;cpu.guest;cpu.guest_nice;cpu.idle;cpu.iowait;cpu.irq;cpu.nice;cpu.softirq;cpu.steal;cpu.system;cpu.user;cpu.percent;cpu.freq.current;cpu.freq.min;cpu.freq.max;cpu.ctx_switches;cpu.interrupts;cpu.soft_interrupts;cpu.syscalls
1722725215153.4148;16;409.0;0.0;0.0;0.0;7.13;7.29;1722725201.85;/home/zmr280;/var/scratch/zmr280/opencraft/opencraft.x86_64;5378;5378;5378;4096;13270008;14719;16384;11908;193;0;4;1515999232;0;0;502946816;503070720;152383488;0;8192;502431744;7874162688;1515999232;0;0;503070720;152383488;8192;7874162688;0.3725958286013077;opencraft.x86_64;0;2773;2950;44;120;443299;1;running;None;5378;5378;5378;zmr280;93984991171;548729771059;210949899;783834834;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20394200221;64037020259;11382436;13234963;0;0;0;0;0;0;0;0;0;0;0;0;12908966;12908966;71774;71774;0;0;0;0;446082;9435268096;3400620;420522390528;497;2242560;11;1057792;384057;9176663040;256106;11340292096;61343;252192768;3144491;409180811264;56;1728512;0;0;0.0;0.0;44110346.31;794.42;16599.15;698.1;4499.09;0.0;1846546.8;1707723.23;8.3;2.714708333333332;1500.0;2800.0;76136625731;7330301143;1227635838;0
1722725216224.9556;16;354.6;0.0;0.0;0.0;7.99;10.23;1722725201.85;/home/zmr280;/var/scratch/zmr280/opencraft/opencraft.x86_64;5378;5378;5378;4096;15622904;21183;16384;11908;193;0;4;1520504832;0;0;506440704;506195968;152383488;0;8192;505925632;7879868416;1520504832;0;0;506195968;152383488;8192;7879868416;0.37491052178827067;opencraft.x86_64;0;2867;4947;44;120;443299;1;running;None;5378;5378;5378;zmr280;93984993531;548729776485;210949909;783834847;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20394200221;64037020259;11382436;13234963;0;0;0;0;0;0;0;0;0;0;0;0;12908966;12908966;71774;71774;0;0;0;0;446082;9435268096;3400620;420522390528;497;2242560;11;1057792;384057;9176663040;256106;11340292096;61343;252192768;3144491;409180811264;56;1728512;0;0;0.0;0.0;44110393.84;794.42;16599.24;698.13;4499.12;0.0;1846547.58;1707726.01;7.2;2.701499999999998;1500.0;2800.0;76136746610;7330364093;1227646725;0
1722725217302.017;16;342.6;0.0;0.0;0.0;8.91;13.0;1722725201.85;/home/zmr280;/var/scratch/zmr280/opencraft/opencraft.x86_64;5378;5378;5378;4096;17268184;25703;16384;11908;193;0;4;1514786816;0;0;501812224;501788672;152383488;0;8192;501297152;7879868416;1514786816;0;0;501788672;152383488;8192;7879868416;0.37164628867008953;opencraft.x86_64;0;2965;7391;44;120;443299;1;running;None;5378;5378;5378;zmr280;93984996127;548729783913;210949920;783834869;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20394200221;64037020259;11382436;13234963;0;0;0;0;0;0;0;0;0;0;0;0;12908966;12908966;71774;71774;0;0;0;0;446082;9435268096;3400620;420522390528;497;2242560;11;1057792;384057;9176663040;256106;11340292096;61343;252192768;3144491;409180811264;56;1728512;0;0;0.0;0.0;44110441.25;794.42;16599.33;698.15;4499.14;0.0;1846548.42;1707728.59;7.0;2.7194166666666653;1500.0;2800.0;76136861678;7330425035;1227655094;0
1722725218372.9553;16;344.6;0.0;0.0;0.0;9.77;15.83;1722725201.85;/home/zmr280;/var/scratch/zmr280/opencraft/opencraft.x86_64;5378;5378;5378;4096;18764952;29815;16384;11908;193;0;4;1520492544;0;0;506252288;506253312;152383488;0;8192;505737216;7879868416;1520492544;0;0;506253312;152383488;8192;7879868416;0.3749529932228939;opencraft.x86_64;0;3064;9658;44;120;443299;1;running;None;5378;5378;5378;zmr280;93984998487;548729808568;210949930;783834973;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20394200221;64037020259;11382436;13234963;0;0;0;0;0;0;0;0;0;0;0;0;12908966;12908966;71774;71774;0;0;0;0;446082;9435268096;3400620;420522390528;497;2242560;11;1057792;384057;9176663040;256106;11340292096;61343;252192768;3144491;409180811264;56;1728512;0;0;0.0;0.0;44110488.64;794.42;16599.41;698.18;4499.16;0.0;1846549.2;1707731.24;7.0;2.7638124999999985;1500.0;2800.0;76136972625;7330485992;1227663399;0
1722725219443.9666;16;341.7;0.0;0.0;0.0;10.59;18.67;1722725201.85;/home/zmr280;/var/scratch/zmr280/opencraft/opencraft.x86_64;5378;5378;5378;4096;20232600;33847;16384;11908;193;0;4;1522589696;0;0;509160448;509173760;152383488;0;8192;508645376;7879868416;1522589696;0;0;509173760;152383488;8192;7879868416;0.3771160027147741;opencraft.x86_64;0;3162;12092;44;120;443299;1;running;None;5378;5378;5378;zmr280;93985000847;548729837095;210949940;783835084;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20394200221;64037020259;11382436;13234963;0;0;0;0;0;0;0;0;0;0;0;0;12908966;12908966;71774;71774;0;0;0;0;446082;9435268096;3400620;420522390528;497;2242560;11;1057792;384057;9176663040;256106;11340292096;61343;252192768;3144491;409180811264;56;1728512;0;0;0.0;0.0;44110536.05;794.42;16599.5;698.21;4499.18;0.0;1846549.98;1707733.99;7.2;2.7718749999999983;1500.0;2800.0;76137082464;7330543789;1227673537;0
1722725220515.934;16;344.2;0.0;0.0;0.0;11.37;21.58;1722725201.85;/home/zmr280;/var/scratch/zmr280/opencraft/opencraft.x86_64;5378;5378;5378;4096;21674040;37807;16384;11908;193;0;4;1522589696;0;0;509623296;509808640;152383488;0;8192;509108224;7879868416;1522589696;0;0;509808640;152383488;8192;7879868416;0.3775862221695307;opencraft.x86_64;0;3262;14585;44;120;443299;1;running;None;5378;5378;5378;zmr280;93985003207;548729872637;210949950;783835224;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20394200453;64037020441;11382438;13234964;0;0;0;0;0;0;0;0;0;0;0;0;12908966;12908966;71774;71774;0;0;0;0;446082;9435268096;3400622;420522423296;497;2242560;11;1057792;384057;9176663040;256108;11340324864;61343;252192768;3144491;409180811264;56;1728512;0;0;0.0;0.0;44110583.31;794.42;16599.59;698.24;4499.2;0.0;1846550.76;1707736.79;7.3;2.6857499999999987;1500.0;2800.0;76137189792;7330600698;1227683275;0
1722725221581.5435;16;345.3;0.0;0.0;0.0;12.06;24.57;1722725201.85;/home/zmr280;/var/scratch/zmr280/opencraft/opencraft.x86_64;5378;5378;5378;4096;23116936;41771;16384;11908;193;0;4;1522589696;0;0;509635584;509820928;152383488;0;8192;509120512;7879868416;1522589696;0;0;509820928;152383488;8192;7879868416;0.3775953231912356;opencraft.x86_64;0;3357;17249;44;120;443299;1;running;None;5378;5378;5378;zmr280;93985005661;548729922059;210949961;783835433;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20394200453;64037020441;11382438;13234964;0;0;0;0;0;0;0;0;0;0;0;0;12908966;12908966;71774;71774;0;0;0;0;446082;9435268096;3400622;420522423296;497;2242560;11;1057792;384057;9176663040;256108;11340324864;61343;252192768;3144491;409180811264;56;1728512;0;0;0.0;0.0;44110630.46;794.42;16599.68;698.26;4499.22;0.0;1846551.56;1707739.85;7.8;2.7484791666666646;1500.0;2800.0;76137299160;7330657977;1227692076;0
1722725222646.5122;16;340.9;0.0;0.0;0.0;12.78;27.48;1722725201.85;/home/zmr280;/var/scratch/zmr280/opencraft/opencraft.x86_64;5378;5378;5378;4096;24262808;44919;16384;11908;193;0;4;1516613632;0;0;503213056;503398400;152383488;0;8192;502697984;7879868416;1516613632;0;0;503398400;152383488;8192;7879868416;0.3728385225134401;opencraft.x86_64;0;3454;20097;44;120;443299;1;running;None;5378;5378;5378;zmr280;93985008021;548729975140;210949971;783835647;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20394200453;64037020441;11382438;13234964;0;0;0;0;0;0;0;0;0;0;0;0;12908966;12908966;71774;71774;0;0;0;0;446082;9435268096;3400622;420522423296;497;2242560;11;1057792;384057;9176663040;256108;11340324864;61343;252192768;3144491;409180811264;56;1728512;0;0;0.0;0.0;44110677.66;794.42;16599.76;698.27;4499.24;0.0;1846552.37;1707742.9;7.8;2.655791666666665;1500.0;2800.0;76137406414;7330714287;1227700429;0
1722725223711.4866;17;303.3;0.0;0.0;0.0;13.54;29.95;1722725201.85;/home/zmr280;/var/scratch/zmr280/opencraft/opencraft.x86_64;5378;5378;5378;4096;24846664;46523;16384;11908;193;0;4;1516613632;0;0;503409664;503595008;152383488;0;8192;502894592;7879868416;1516613632;0;0;503595008;152383488;8192;7879868416;0.3729841388607195;opencraft.x86_64;0;3543;22574;44;120;443299;1;running;None;5378;5378;5378;zmr280;93985010381;548730041334;210949981;783835906;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20394200453;64037020441;11382438;13234964;0;0;0;0;0;0;0;0;0;0;0;0;12908966;12908966;71774;71774;0;0;0;0;446082;9435268096;3400622;420522423296;497;2242560;11;1057792;384057;9176663040;256108;11340324864;61343;252192768;3144491;409180811264;56;1728512;0;0;0.0;0.0;44110725.28;794.42;16599.84;698.28;4499.27;0.0;1846553.16;1707745.46;6.8;2.7364583333333314;1500.0;2800.0;76137492352;7330760705;1227709785;0
1722725224776.447;17;272.3;0.0;0.0;0.0;14.11;32.28;1722725201.85;/home/zmr280;/var/scratch/zmr280/opencraft/opencraft.x86_64;5378;5378;5378;4096;25322776;47831;16384;11908;193;0;4;1516883968;0;0;503569408;503754752;152383488;0;8192;503054336;7879868416;1516883968;0;0;503754752;152383488;8192;7879868416;0.3731024521428841;opencraft.x86_64;0;3637;23925;44;120;443299;1;running;None;5378;5378;5378;zmr280;93985012741;548730113414;210949991;783836210;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20394200453;64037020441;11382438;13234964;0;0;0;0;0;0;0;0;0;0;0;0;12908966;12908966;71774;71774;0;0;0;0;446082;9435268096;3400622;420522423296;497;2242560;11;1057792;384057;9176663040;256108;11340324864;61343;252192768;3144491;409180811264;56;1728512;0;0;0.0;0.0;44110773.49;794.42;16599.91;698.3;4499.28;0.0;1846553.81;1707747.86;6.1;2.6937083333333316;1500.0;2800.0;76137559504;7330798395;1227716465;0
